Dish Name,Calories (kcal),Carbohydrates (g) per 100kcal,Protein (g) per 100kcal,Fats (g) per 100kcal,Free Sugar (g) per 100kcal,Fibre (g) per 100kcal,Sodium (mg) per 100kcal,Calcium (mg) per 100kcal,Iron (mg) per 100kcal,Vitamin C (mg) per 100kcal,Food Name,Type,Recommended Meal
Hot tea (Garam Chai),16.14,15.98513011,2.416356877,3.283767038,15.98513011,0.0,19.33085502,87.98017348,0.123915737,3.097893432,Hot tea (Garam Chai),Veg,Any
Instant coffee,23.16,15.75993092,2.763385147,3.238341969,15.63039724,0.0,21.24352332,90.11226252,0.259067358,6.519861831,Instant coffee,Veg,Any
Espreso coffee,51.54,12.8443927,3.395421032,4.152114862,12.66977105,0.0,27.12456345,112.7279783,0.291036088,2.929763291,,,
Iced tea,10.34,26.11218569,0.290135397,0.096711799,26.11218569,0.0,2.224371373,11.41199226,0.193423598,57.54352031,Iced tea,Veg,Any
Raw mango drink (Aam panna),35.92,25.19487751,0.445434298,0.083518931,20.8518931,1.698218263,222.2160356,19.71046771,0.389755011,126.1135857,Raw mango drink (Aam panna),Veg,Any
Fruit Punch (with fresh juices),36.12,25.96899225,0.387596899,0.083056478,25.60908084,0.166112957,7.281284607,14.03654485,0.276854928,114.7286822,Fruit Punch (with fresh juices),Veg,Any
Fruit Punch (with squashes),23.13,25.89710333,0.302637268,0.086467791,25.42153048,0.734976221,9.770860355,14.26718547,0.259403372,65.19671422,Fruit Punch (with squashes),Veg,Any
Lemonade,20.8,26.34615385,0.144230769,0.048076923,26.29807692,0.096153846,137.1153846,8.846153846,0.240384615,25.33653846,Lemonade,Veg,Any
Lem-o-gin,21.52,25.78996283,0.371747212,0.139405204,25.0,0.604089219,130.7156134,10.22304833,0.418215613,26.39405204,Lem-o-gin,Veg,Any
Cumin infused water (Jeere/Zeere ka pani),9.09,20.4620462,1.870187019,1.210121012,16.06160616,5.060506051,2085.808581,119.2519252,3.520352035,39.7139714,Cumin infused water (Jeere/Zeere ka pani),Veg,Any
Coco pine cooler,32.75,17.46564885,1.709923664,3.053435115,16.85496183,0.79389313,70.83969466,54.38167939,0.396946565,32.58015267,Coco pine cooler,Veg,Any
Summer cooler,22.43,24.20864913,1.64957646,0.17833259,23.22781988,0.891662951,6.999554169,36.24609897,1.248328132,461.4355774,Summer cooler,Veg,Any
Hot cocoa,90.1,10.24417314,3.729189789,5.061043285,10.0,0.0,26.8590455,126.1487236,0.344062153,4.017758047,Hot cocoa,Veg,Any
Cold coffee with ice cream,67.85,16.56595431,2.313927782,3.109801032,16.47752395,0.014738394,20.39793662,78.54089904,0.176860722,3.728813559,Cold coffee with ice cream,Veg,Any
Banana milkshake (Kele milkshake),65.31,14.01010565,2.817332721,3.628847037,12.18802634,0.398101363,20.83907518,95.91180524,0.199050681,10.47312816,Banana milkshake (Kele milkshake),Veg,Any
Mango milkshake (Aam milkshake),56.9,12.70650264,3.040421793,4.130052724,12.5659051,0.456942004,23.32161687,109.543058,0.263620387,35.32513181,Mango milkshake (Aam milkshake),Veg,Any
Pineapple milkshake (Ananas milkshake),55.72,13.67552046,2.979181622,4.002153625,13.6396267,0.0,25.21536253,107.5376884,0.19741565,18.34170854,Pineapple milkshake (Ananas milkshake),Veg,Any
Orange milkshake (Narangi milkshake),57.42,12.38244514,3.239289446,4.388714734,12.33019854,0.0,25.4789272,117.4155347,0.191570881,18.8436085,Orange milkshake (Narangi milkshake),Veg,Any
Egg nog,97.14,8.389952646,4.920732963,5.260448837,8.297302862,0.020588841,41.84681902,105.1369158,0.442660078,4.961910644,Egg nog,Non-Veg,Any
Sweet Lassi (Meethi lassi),35.66,18.25574874,3.617498598,1.906898486,18.25574874,0.0,51.34604599,128.0145822,0.084127874,2.804262479,Sweet Lassi (Meethi lassi),Veg,Any
Lassi (salted),18.84,9.872611465,7.165605096,3.821656051,9.766454352,0.106157113,347.133758,253.6093418,0.212314225,5.414012739,Lassi (salted),Veg,Any
Cheese and chilli sandwich,218.11,12.56246848,3.117692907,4.483975975,1.091192518,0.953647242,200.5868598,52.17092293,0.453899409,5.639356288,Cheese and chilli sandwich,Veg,Breakfast
Egg sandwich (Ande ka sandwich),285.96,10.19723038,3.038886558,5.525248286,0.650440621,0.657434606,161.4456567,38.51237935,0.503566932,0.0,Egg sandwich (Ande ka sandwich),Non-Veg,Breakfast
Cucumber sandwich (Kheere ka sandwich),188.6,13.66383881,2.545068929,4.241781548,0.869565217,1.299045599,192.2799576,46.5747614,0.540827147,0.811240721,Cucumber sandwich (Kheere ka sandwich),Veg,Breakfast
Cheese and pineapple sandwich (Cheese aur ananas ka sandwich),257.71,11.29176206,3.181871095,4.966823173,1.590935548,0.904117031,221.9393892,77.50184316,0.403554383,1.41244034,Cheese and pineapple sandwich (Cheese aur ananas ka sandwich),Veg,Breakfast
Cheese and tomato sandwich (Cheese aur tamatar ke sandwich),243.32,11.06361992,3.254972875,5.042742068,1.171297057,0.809633405,225.9205984,78.5796482,0.410981424,1.298701299,Cheese and tomato sandwich (Cheese aur tamatar ke sandwich),Veg,Breakfast
Chicken sandwich,253.27,10.02092628,5.180242429,4.639317724,0.631736882,0.647530304,153.8555692,35.36147195,0.469854306,0.0,Chicken sandwich,Non-Veg,Lunch
Peanut and tomato sandwich (Moongfali aur tamatar ka sandwich),291.43,9.79308925,3.270082009,5.538208146,0.967642315,1.382836359,125.2410527,32.26503792,0.542154205,1.08430841,Peanut and tomato sandwich (Moongfali aur tamatar ka sandwich),Veg,Breakfast
Rainbow sandwich,272.75,12.56095325,2.841429881,4.597616865,1.48487626,0.769935839,224.5609533,63.07607699,0.439963336,0.370302475,Rainbow sandwich,Veg,Breakfast
Club sandwich,235.32,7.865884753,3.106408295,6.425293218,0.854156043,0.769165392,196.1839198,49.15859255,0.365459799,2.549719531,Club sandwich,Non-Veg,Lunch
Vegetarian club sandwich,198.33,9.922855846,2.747945344,5.712701054,1.048757122,1.038672919,153.9656129,61.73549135,0.388241819,3.025260929,Vegetarian club sandwich,Veg,Any
Pin wheel sandwich,311.52,4.494093477,2.815228557,8.002696456,0.465459682,0.29853621,120.1816898,21.74820236,0.436569081,0.0,Pin wheel sandwich,Veg,Any
Carrot apple sandwich (Gajar aur seb ka sandwich),214.11,13.56312176,2.475363131,4.259492784,2.475363131,1.709401709,141.4599972,55.13521087,0.840689365,1.261034048,Carrot apple sandwich (Gajar aur seb ka sandwich),Veg,Any
Salami sandwich,255.59,8.427559764,3.403889041,6.068312532,0.782503228,0.770765679,259.3020071,28.77264369,0.434289291,0.489064517,Salami sandwich,Non-Veg,Any
Vegetable and mayonnaise sandwich,244.26,9.498075821,1.830017195,6.304757226,0.962089577,0.962089577,140.3013183,32.55956767,0.372553836,5.281257676,Vegetable and mayonnaise sandwich,Veg,Any
Egg and tomato sandwich (Ande aur tamatar ka sandwich),222.11,11.66088875,3.448741615,4.731889604,0.940975192,0.796902436,190.5632344,43.09126109,0.585295574,0.891450182,Egg and tomato sandwich (Ande aur tamatar ka sandwich),Non-Veg,Any
Sweet open sandwich,244.25,16.06550665,2.042988741,3.336745138,5.00716479,0.966223132,84.04094166,34.8741044,0.470829069,0.675537359,Sweet open sandwich,Veg,Any
Mushroom and cheese sandwich (toasted),227.42,9.238413508,3.425380354,5.720692991,0.927798786,1.002550347,200.7607071,75.78489139,0.369360654,0.0,Mushroom and cheese sandwich (toasted),Veg,Any
Cheese and tomato sandwich (toasted) (Cheese aur tamatar ke sandwich (toasted)),224.58,9.537803901,3.036779767,5.766319352,1.18888592,0.792590614,203.90952,75.34954137,0.365126013,2.814141954,Cheese and tomato sandwich (toasted) (Cheese aur tamatar ke sandwich (toasted)),Veg,Any
Pea potato sandwich (toasted) (Matar aloo ka sandwich),164.9,15.26379624,2.789569436,3.292904791,0.806549424,1.75257732,159.266222,38.90236507,0.673135233,8.556701031,Pea potato sandwich (toasted) (Matar aloo ka sandwich),Veg,Any
Paneer pea sandwich (toasted) (Paneer matar ka sandwich),249.56,9.636961051,4.968744991,4.80044879,2.564513544,0.849495111,107.7496394,109.8333066,0.504888604,1.94342042,Paneer pea sandwich (toasted) (Paneer matar ka sandwich),Veg,Any
Chicken sandwich (toasted),167.37,11.24454801,7.217541973,3.178586366,1.272629503,0.97986497,195.7041286,59.74188923,0.591503854,7.749297963,Chicken sandwich (toasted),Non-Veg,Any
Pea keema sandwich (toasted) (Matar aur keema ka sandwich),171.78,11.79415531,6.438467808,3.2658051,1.129351496,1.426242869,168.8613343,41.20968681,0.879031319,3.201769705,Pea keema sandwich (toasted) (Matar aur keema ka sandwich),Non-Veg,Any
Classic club sandwich,200.83,9.206791814,3.3560723,5.756112135,0.926156451,0.806652393,138.1715879,53.64238411,0.542747597,8.06154459,Classic club sandwich,Non-Veg,Any
Sesame toast,495.19,2.251660979,0.383691108,9.971929966,0.294836325,0.266564349,26.00617945,8.772390396,0.145398736,1.397443406,Sesame toast,Veg,Any
Cracked wheat porridge (Meetha daliya),81.57,10.87409587,3.236484001,5.001838911,6.276817457,0.760083364,19.48020105,93.02439622,0.392301091,6.166482776,Cracked wheat porridge (Meetha daliya),Veg,Breakfast
Semolina porridge (Suji/Rava daliya),100.89,12.28070175,3.716919417,4.044008326,7.473485975,0.693824958,23.00525325,107.562692,0.356824264,4.985627912,Semolina porridge (Suji/Rava daliya),Veg,Breakfast
Oatmeal Porridge,72.85,12.03843514,3.568977351,4.420041181,7.137954701,0.535346603,22.15511325,105.4632807,0.384351407,6.90459849,Oatmeal Porridge,Veg,Breakfast
Cornflakes with milk,117.33,12.74183926,3.059746016,4.363760334,8.497400494,0.664791613,22.62848376,90.74405523,0.357964715,4.108071252,Cornflakes with milk,Veg,Breakfast
Rice flakes (Chiwda/Aval),112.44,13.84738527,3.219494842,3.548559232,6.474564212,0.32906439,19.92173604,91.73781572,0.551405194,4.286730701,Rice flakes (Chiwda/Aval),Veg,Breakfast
Wheat flakes,112.44,13.84738527,3.219494842,3.548559232,6.474564212,0.32906439,19.92173604,91.73781572,0.551405194,4.286730701,Wheat flakes,Veg,Breakfast
Murmura (Puffed rice),113.32,13.82809742,3.19449347,3.565125309,6.450758913,0.247087893,19.87292623,91.59018708,0.555947759,4.253441581,Murmura (Puffed rice),Veg,Any
Puffed wheat (Murmure/Moori),113.32,13.82809742,3.19449347,3.565125309,6.450758913,0.247087893,19.87292623,91.59018708,0.555947759,4.253441581,Puffed wheat (Murmure/Moori),Veg,Any
Boiled egg (Ubla anda),45.35,0.2646086,9.768467475,6.703417861,0.0,0.242557883,376.9349504,39.14002205,1.411245865,0.0,Boiled egg (Ubla anda),Non-Veg,Any
Fried Egg,223.67,0.13859704,5.181740958,8.771851388,0.0,0.129655296,199.8301069,20.74484732,0.755577413,0.0,Fried Egg,Non-Veg,Any
Poached egg,123.87,0.29870025,9.671429725,6.611770404,0.040364899,0.242189392,938.9440543,38.94405425,1.412771454,0.0,Poached egg,Non-Veg,Any
Scrambled egg (Ande ki bhurji),155.97,0.865551068,6.597422581,7.828428544,0.692440854,0.153875745,240.2128614,41.41180996,0.910431493,0.192344682,Scrambled egg (Ande ki bhurji),Non-Veg,Any
Baked egg,218.85,7.045921864,5.4283756,5.780214759,0.758510395,0.470641992,239.1089788,74.96001828,0.67626228,0.0,Baked egg,Non-Veg,Any
Plain omelette/omlet,272.41,0.23493998,3.546125326,9.448992328,0.187217797,0.044051246,83.02925737,17.767336,0.495576521,0.110128116,Plain omelette/omlet,Non-Veg,Any
Stuffed egg omelette/omlet,203.51,1.130165594,4.225836568,8.731757653,0.771460862,0.368532259,131.2908457,44.17964719,0.447152474,4.073509901,Stuffed egg omelette/omlet,Non-Veg,Any
Pancake,203.36,10.07572777,2.793076318,5.32061369,1.632572777,0.319630212,70.66286389,39.08831629,0.339299764,0.245869394,Pancake,Veg,Breakfast
Keema pancake,176.27,5.423498043,5.111476712,6.382254496,1.248085324,0.476541669,71.14086345,23.23707948,0.527599705,2.63232541,Keema pancake,Non-Veg,Breakfast
Vegetable pancake,125.18,9.777919795,3.091548171,5.248442243,1.669595782,1.981147148,93.21776642,34.26266177,0.631091229,16.48026841,Vegetable pancake,Veg,Breakfast
Jam and fruit pancake,162.02,12.7947167,2.339217381,4.326626342,4.845080854,0.74682138,57.45586965,33.36625108,0.320948031,3.999506234,Jam and fruit pancake,Veg,Breakfast
Khoa and coconut pancake,271.98,10.04485624,2.566365174,5.621736892,6.055592323,0.606662255,37.13508346,57.80572101,0.411794985,0.268402088,Khoa and coconut pancake,Veg,Breakfast
Brown stock,21.32,1.17260788,9.146341463,6.472795497,0.656660413,0.422138837,209.1932458,80.48780488,1.407129456,7.03564728,Brown stock,Non-Veg,Any
Vegetable stock,17.6,5.454545455,1.704545455,7.840909091,2.5,2.159090909,282.6704545,28.86363636,0.681818182,43.06818182,Vegetable stock,Veg,Any
Chicken stock,29.88,1.238286479,12.34939759,5.053547523,0.669344043,0.334672021,196.0508701,11.94779116,0.602409639,2.81124498,Chicken stock,Non-Veg,Any
Clear tomato soup (Tamatar ka soup),80.07,4.308729861,5.982265518,15.26164606,1.798426377,2.447858124,6414.062695,36.28075434,1.423754215,66.39190708,Clear tomato soup (Tamatar ka soup),Veg,Any
Lentil soup,31.17,12.64035932,30.95925569,37.47192814,3.400705807,8.245107475,33425.8582,130.1572024,7.250561437,57.42701315,Lentil soup,Veg,Any
Chicken consomme (Clear chicken soup),47.94,2.482269504,23.92574051,25.07300793,1.12640801,3.274926992,18676.76262,74.00917814,3.796412182,4.380475594,Chicken consomme (Clear chicken soup),Non-Veg,Any
Cream of tomato soup,97.81,4.01799407,4.713219507,13.41376137,1.850526531,1.410898681,4561.108271,40.49688171,0.971270831,54.42183826,Cream of tomato soup,Veg,Any
Cream of green peas soup,127.84,5.280037547,5.577284105,11.56132666,1.259386733,2.307571965,3910.904255,39.9014393,1.157697121,40.89486859,Cream of green peas soup,Veg,Any
Cream of spinach soup,100.54,3.431470062,5.182017108,13.23851204,1.123930774,1.730654466,4406.017505,70.38989457,2.088720907,62.99980107,Cream of spinach soup,Veg,Any
Cream of mixed vegetable soup,59.65,8.264878458,11.46689019,15.17183571,3.520536463,3.5875943,9481.056161,109.4048617,2.279966471,65.41492037,Cream of mixed vegetable soup,Veg,Any
Cream of mushroom soup,117.28,3.188949523,5.661664393,13.21623465,1.645634379,1.142564802,4498.686903,60.16371078,1.543315143,4.936903138,Cream of mushroom soup,Veg,Any
Chicken sweet corn soup,28.32,5.755649718,51.1299435,44.45621469,0.953389831,1.65960452,43097.91667,323.0932203,13.5240113,7.132768362,Chicken sweet corn soup,Non-Veg,Any
Minestrone soup,42.66,8.696671355,21.80028129,25.99624941,2.367557431,4.500703235,20804.17253,125.5274262,4.266291608,45.54617909,Minestrone soup,Veg,Any
Egg drop soup,26.64,4.129129129,48.53603604,50.75075075,2.252252252,3.040540541,46617.26727,375.9009009,14.75225225,31.94444444,Egg drop soup,Non-Veg,Any
Chinese cabbage and meat ball soup,484.31,0.295265429,1.075757263,11.68053519,0.076397349,0.117693213,877.4152919,8.480105717,0.313848568,3.452334249,Chinese cabbage and meat ball soup,Non-Veg,Any
French onion soup,55.61,7.696457472,20.51789247,25.87664089,2.697356591,1.816220104,20145.45945,191.0088114,6.329796799,9.62057184,French onion soup,Veg,Any
Hot and sour soup,31.51,5.649000317,9.901618534,4.157410346,2.094573151,1.90415741,518.1212314,33.8940019,1.364646144,78.03871787,Hot and sour soup,Veg,Any
Talaumein soup,35.63,11.70362054,28.40303115,35.86865001,2.161100196,5.444849846,31120.23576,118.8043783,6.258770699,35.41959023,Talaumein soup,Veg,Any
Cold cucumber soup (Thanda kheere ka soup),48.03,9.53570685,6.225275869,4.143243806,6.953987091,1.832188216,252.5921299,207.7659796,0.66625026,10.51426192,Cold cucumber soup (Thanda kheere ka soup),Veg,Any
Cold summer garden soup,49.19,5.387273836,17.42224029,28.623704,0.935149421,3.781256353,20165.92803,89.30676967,4.330148404,33.13681643,Cold summer garden soup,Veg,Any
Chapati/Roti,202.31,17.621472,2.906430725,1.759675745,0.49429094,3.118975829,0.57337749,8.511689981,1.126983342,0.0,Chapati/Roti,Veg,Any
Plain parantha/paratha,298.3,10.28830037,1.696278914,5.65202816,0.288300369,1.820315119,20.8079115,4.964800536,0.663761314,0.0,Plain parantha/paratha,Veg,Any
Potato parantha/paratha (Aloo ka parantha/paratha),205.04,11.66601639,1.804525946,4.984393289,0.560866172,2.038626609,62.03667577,8.47639485,0.741318767,3.891923527,Potato parantha/paratha (Aloo ka parantha/paratha),Veg,Any
Radish parantha/paratha (Mooli ka parantha/paratha),183.52,11.19224063,1.798169137,5.192894507,0.713818657,2.35396687,69.21861378,12.94136879,0.757410636,4.598953793,Radish parantha/paratha (Mooli ka parantha/paratha),Veg,Any
Cauliflower parantha/paratha (Phoolgobhi ka parantha/paratha),178.07,10.58010895,2.094681867,5.318133318,0.645813444,2.628179929,106.7164598,12.35469198,0.892907284,9.889369349,Cauliflower parantha/paratha (Phoolgobhi ka parantha/paratha),Veg,Any
Dal parantha/paratha,268.24,11.19519833,2.527587235,4.865046227,0.533104682,2.408291083,58.2053385,8.9062034,0.913361169,0.671040859,Dal parantha/paratha,Veg,Breakfast
Sprouted moong parantha/paratha,228.59,10.63476093,1.876722516,5.437683188,0.64307275,1.964215407,67.34327836,8.893652391,0.848681045,0.874928912,Sprouted moong parantha/paratha,Veg,Breakfast
Pea parantha/paratha (Matar ka parantha/paratha),190.73,11.27772243,2.93084465,4.613852042,0.676348765,2.941330677,57.66790751,12.31583914,0.933256436,9.332564358,Pea parantha/paratha (Matar ka parantha/paratha),Veg,Breakfast
Keema parantha/paratha,238.09,7.71136965,3.95228695,5.842328531,0.415809148,1.444831786,59.06169936,8.127178798,0.756016632,0.756016632,Keema parantha/paratha,Non-Veg,Breakfast
Paneer parantha/paratha,262.97,9.252005932,3.034566681,5.559569533,1.433623607,1.521086055,54.19629616,48.54165874,0.646461574,0.642658858,Paneer parantha/paratha,Veg,Breakfast
Besan and spinach parantha/paratha (Besan aur palak ka parantha/paratha),216.49,9.880363989,2.559009654,5.584553559,0.605108781,2.027807289,81.84673657,15.27553236,0.854542935,3.071735415,Besan and spinach parantha/paratha (Besan aur palak ka parantha/paratha),Veg,Breakfast
Poori,737.63,1.114379838,0.183018587,10.52153519,0.031180944,0.197931212,4.301614631,0.539565907,0.081341594,0.0,Poori,Veg,Breakfast
Spinach poori (Palak poori),684.25,1.134088418,0.207526489,10.5020095,0.0350749,0.226525393,5.183777859,1.464377055,0.115454878,0.442820607,Spinach poori (Palak poori),Veg,Breakfast
Methi poori,710.02,1.123912002,0.204219599,10.50674629,0.036618687,0.226754176,4.981549815,2.057688516,0.114081293,0.40984761,Methi poori,Veg,Breakfast
Dal stuffed poori,785.16,1.291456518,0.264914158,10.40424882,0.036935147,0.249630649,16.32533496,0.876254521,0.105710938,0.053492282,Dal stuffed poori,Veg,Breakfast
Potato stuffed poori (Aloo ki poori),776.74,1.210186163,0.195689677,10.47326004,0.033473234,0.211138862,8.994000566,0.717099673,0.090120246,0.17895306,Potato stuffed poori (Aloo ki poori),Veg,Breakfast
Tandoori parantha/paratha,295.37,10.40728578,1.719876765,5.589599485,0.29116024,1.841757795,0.385956597,5.071605105,0.6635745,0.0,Tandoori parantha/paratha,Veg,Any
Boiled rice (Uble chawal),117.19,21.94726513,2.218619336,0.153596723,0.187729328,1.066643912,0.895980886,2.303950849,0.204795631,0.0,Boiled rice (Uble chawal),Veg,Any
Plain pulao,140.21,15.56237073,1.668925184,3.295057414,0.820198274,1.205334855,138.1927109,9.100634762,0.292418515,2.439198345,Plain pulao,Veg,Lunch/Dinner
Mixed vegetable pulao,113.05,15.47103052,2.406015038,2.945599292,1.194161875,2.36178682,166.227333,17.34630694,0.530738611,23.13135781,Mixed vegetable pulao,Veg,Lunch/Dinner
Mushroom pulao,124.29,15.30292059,2.027516293,3.242416928,0.804569957,1.51259152,178.9041757,10.89387722,0.313782283,2.751629254,Mushroom pulao,Veg,Lunch/Dinner
Sprouted moong pulao,112.97,15.48198637,1.938567761,3.195538639,1.265822785,1.57563955,135.5758166,14.39320173,0.575373993,6.665486412,Sprouted moong pulao,Veg,Lunch/Dinner
Paneer pulao,581.91,1.505387431,0.340258803,10.27822172,0.190751147,0.106545686,12.42116478,5.686446358,0.044680449,0.58771975,Paneer pulao,Veg,Lunch/Dinner
Peanut pulao,193.28,10.95819536,2.752483444,4.920322848,0.82781457,1.500413907,87.12748344,9.581953642,0.429428808,1.769453642,Peanut pulao,Veg,Lunch/Dinner
Navratan pulao,261.71,14.13014405,2.369034427,3.61086699,0.962897864,1.459630889,127.7215238,22.77711971,0.42031256,4.925298995,Navratan pulao,Veg,Lunch/Dinner
Green chickpeas pulao (Choliya pulao/Hare chane ka pulao),173.43,15.89690365,2.813815372,2.779219282,1.429971747,1.816294759,98.05108689,10.92083261,0.547771435,3.130946203,Green chickpeas pulao (Choliya pulao/Hare chane ka pulao),Veg,Lunch/Dinner
Mutton biryani/biriyani,190.76,11.79492556,3.868735584,4.046970015,1.252883204,1.268609771,137.6808555,35.95093311,0.676242399,5.388970434,Mutton biryani/biriyani,Non-Veg,Lunch/Dinner
Vegetable biryani/biriyani,174.61,10.62940267,1.809747437,5.446423458,1.225588454,1.89565317,105.2574308,19.19706775,0.492526201,22.53593723,Vegetable biryani/biriyani,Veg,Lunch/Dinner
"Lemon rice (Pulihora, Elumichai sadam, Chitranna)",176.3,12.26318775,2.416335791,4.469653999,0.44242768,1.429381736,106.1315939,7.203630176,0.43675553,5.78559274,"Lemon rice (Pulihora, Elumichai sadam, Chitranna)",Veg,Lunch/Dinner
Sweet rice (Meethe chawal),215.41,19.77159835,0.974885103,2.121535676,11.51292883,0.524581032,1.485539204,5.282948795,0.15783854,0.09748851,Sweet rice (Meethe chawal),Veg,Any
Curd rice (Dahi bhaat/Dahi chawal/ Perugu annam/Daddojanam/Thayir saadam),195.74,16.82333708,2.937570246,2.207009298,1.997547767,1.088178196,108.9659753,51.8647185,0.301420251,2.605497088,Curd rice (Dahi bhaat/Dahi chawal/ Perugu annam/Daddojanam/Thayir saadam),Veg,Lunch/Dinner
Tamarind rice (Chintapandu pulihora/Puliyodharai/Puli sadam/Huli anna),373.04,17.44585031,1.997104868,2.286618057,3.122989492,1.37250697,43.53688612,13.65537208,0.774715848,0.225176925,Tamarind rice (Chintapandu pulihora/Puliyodharai/Puli sadam/Huli anna),Veg,Lunch/Dinner
Spanish rice,164.24,18.93570385,2.551144666,1.357769118,0.767169995,1.69264491,58.82245494,11.52581588,0.560155869,29.62737457,Spanish rice,Veg,Lunch/Dinner
Chinese fried rice,120.58,11.11295406,3.358765965,4.503234367,1.219107646,1.915740587,205.9711395,28.77757505,0.82103168,55.888207,Chinese fried rice,Veg,Lunch/Dinner
Macroni cheese pie,170.63,12.36593799,3.428470961,4.383754322,1.992615601,0.234425365,117.5115748,71.50559691,0.316474243,8.585828987,Macroni cheese pie,Veg,Any
Vegetable chowmein,129.71,11.90347699,2.366818287,4.903245702,1.518772647,1.433968083,199.2675969,21.84102999,0.763241076,65.8314702,Vegetable chowmein,Veg,Lunch/Dinner
Chicken chowmein,151.33,8.78873984,4.182911518,5.438445781,1.077116236,1.083724311,190.4116831,17.24707593,0.588118681,56.14220578,Chicken chowmein,Non-Veg,Lunch/Dinner
Cheese noodle ring,133.67,10.44362983,4.653250542,4.57843944,2.124635296,0.950100995,181.0129423,74.28742425,0.591007706,18.09680557,Cheese noodle ring,Veg,Lunch/Dinner
Spaghetti and cheese balls in tomato sauce,508.32,1.538401007,0.474110796,10.24551464,0.360009443,0.116068618,20.48709474,7.985127479,0.062952471,11.34521561,Spaghetti and cheese balls in tomato sauce,Veg,Lunch/Dinner
Penne platter,177.4,11.7643743,2.841037204,4.909808343,2.536640361,0.614430665,159.735062,38.14543405,0.507328072,9.216459977,Penne platter,Veg,Lunch/Dinner
Pasta hot pot,125.17,9.267396341,4.66565471,5.168970201,4.785491731,0.639130782,184.6848286,44.16393705,0.655109052,46.92817768,Pasta hot pot,Veg,Lunch/Dinner
Chicken lasagne,187.49,7.413728732,5.573630594,5.525628033,1.461411275,0.058669796,127.2334525,63.99274628,0.341351539,2.256120326,Chicken lasagne,Non-Veg,Lunch/Dinner
Fettuccine with spinach sauce,129.21,9.434254315,2.399195109,6.059902484,0.913242009,0.595929108,118.8685086,41.53703274,0.9906354,29.69584397,Fettuccine with spinach sauce,Veg,Lunch/Dinner
Naan,286.45,18.0659801,2.810263571,1.742014313,1.951474952,0.666783034,113.8453482,30.72438471,0.450340374,0.080293245,Naan,Veg,Any
Bhatura,793.2,1.352748361,0.205496722,10.40847201,0.08698941,0.047907211,3.567826525,1.527987897,0.041603631,0.00630358,Bhatura,Veg,Breakfast/Lunch
Idli,137.54,20.48858514,3.373564054,0.239930202,0.203577141,1.679511415,73.30958267,5.816489748,0.494401629,0.0,Idli,Veg,Breakfast
Masala dosa,164.58,11.89087374,1.999027828,4.763640783,0.808117633,1.531170252,116.2231134,9.466520841,0.480009722,8.591566411,Masala dosa,Veg,Breakfast/Lunch
Semolina dosa (Suji/Rava dosa),227.05,14.4637745,3.215150848,3.135873156,1.924686192,1.779343757,89.12574323,51.10768553,0.612199956,1.0041841,Semolina dosa (Suji/Rava dosa),Veg,Breakfast/Lunch
Onion tomato uttapam,462.02,2.450110385,0.413402017,9.804770356,0.173152677,0.272715467,31.06575473,1.259685728,0.077918705,1.034587247,Onion tomato uttapam,Veg,Breakfast/Lunch
Paneer kaathi roll,285.94,7.029446737,2.42008813,6.837098692,1.150591033,0.839336924,77.29943345,35.5529132,0.49660768,6.52934182,Paneer kaathi roll,Veg,Any
Makki ki roti,263.97,9.163920142,1.322119938,6.383301133,0.265181649,1.966132515,89.48744175,5.591544494,0.42050233,0.753873546,Makki ki roti,Veg,Lunch/Dinner
Washed moong dal (Dhuli moong ki dal),50.0,11.82,5.36,3.36,0.24,2.34,301.28,16.96,1.28,0.08,Washed moong dal (Dhuli moong ki dal),Veg,Lunch/Dinner
Washed urad dal (Dhuli urad ki dal),61.32,9.523809524,4.093281148,4.85975212,0.521852577,2.495107632,231.9145466,16.69928245,1.174168297,1.614481409,Washed urad dal (Dhuli urad ki dal),Veg,Lunch/Dinner
Split bengal gram with bottle gourd (Channa dal with ghiya/lauki),73.25,9.692832765,3.80887372,4.914675768,1.433447099,3.71331058,204.0546075,19.56313993,1.351535836,20.75085324,Split bengal gram with bottle gourd (Channa dal with ghiya/lauki),Veg,Lunch/Dinner
Dry washed urad,124.71,12.55713255,5.492743164,2.806511106,0.585358031,3.255552883,237.1822628,21.71437736,1.515515997,1.170716061,Dry washed urad,Veg,Lunch/Dinner
Mixed dal,61.93,9.3492653,4.052963023,5.005651542,0.549006943,2.615856612,228.2577103,17.76198934,1.259486517,1.776198934,Mixed dal,Veg,Lunch/Dinner
Whole moong (Moong ki dal),53.7,9.720670391,4.189944134,4.767225326,1.098696462,3.761638734,230.6517691,25.2886406,1.266294227,20.55865922,Whole moong (Moong ki dal),Veg,Lunch/Dinner
Whole masoor (Masoor ki dal),54.05,9.935245143,4.218316374,4.662349676,1.239592969,3.663274746,228.8991674,22.57169288,1.757631822,20.42553191,Whole masoor (Masoor ki dal),Veg,Lunch/Dinner
Whole moth (Moth ki dal),55.0,10.43636364,3.654545455,4.763636364,1.2,3.363636364,227.4181818,34.50909091,1.727272727,20.07272727,Whole moth (Moth ki dal),Veg,Lunch/Dinner
Whole urad (Urad ki dal),53.8,9.3866171,4.107806691,4.869888476,1.059479554,4.312267658,234.4237918,24.2936803,1.449814126,19.10780669,Whole urad (Urad ki dal),Veg,Lunch/Dinner
